fixed,fixed-strong,fixed-one_weak,strong-fixed,strong-strong,strong-one_weak,one_weak-fixed,one_weak-strong,one_weak-one_weak
59.86827924274776,60.5493032958132,60.40814568123996,59.894399460343955,60.5754235134094,60.43426589883616,59.894399460343955,60.5754235134094,60.43426589883616
0,0,0,0,0,0,0,0,0
56.5812501682371,56.879343373456976,56.610092450993584,57.1093595496849,57.40745275490478,57.13820183244139,56.76383288597938,57.061926091199254,56.79267516873587
0,0,0,0,0,0,0,0,0
60.87186176400156,59.065940560150324,59.58349215460737,59.63553237131382,57.82961116746259,58.347162761919634,59.63553237131382,57.82961116746259,58.347162761919634
61.548211957774605,60.16734163085441,59.96106164727545,60.42824011565018,59.04736978872998,58.84108980515103,60.42824011565018,59.04736978872998,58.84108980515103
59.868873973911974,60.43554719273954,58.72274347723819,59.041160341686776,59.607833560514344,57.895029845012985,59.041160341686776,59.607833560514344,57.895029845012985
0,0,0,0,0,0,0,0,0
62.525124634587655,61.92835064102946,61.92835064102946,0,0,0,0,0,0
59.74332059279855,59.211093733224544,59.23175485104345,60.42554720364106,59.893320344067064,59.91398146188596,59.26684053798709,58.7346136784131,58.755274796231994
62.27517063781901,0,0,61.82117464998894,0,0,65.30165559700608,0,0
59.887328158962276,58.58127678983674,58.19823623838282,60.584163622915284,59.27811225378975,58.89507170233583,58.772398485930694,57.46634711680516,57.083306565351236
62.340225324778146,61.347784898117915,62.015937771526154,0,0,0,0,0,0
58.100120500730235,58.40392385968491,58.40392385968491,57.41032795751574,57.714131316470414,57.714131316470414,57.41032795751574,57.714131316470414,57.714131316470414
60.08974371242812,0,60.696224061533066,0,0,0,0,0,0
63.5697567858622,0,62.83703191766325,63.20823732040127,0,62.475512452202324,63.03164351016058,0,62.298918641961635
59.14535581652681,58.662150619611964,59.52090764413842,0,0,0,60.866951905096506,60.38374670818166,61.242503732708116
61.17988504593811,0,0,0,0,0,61.42592802781837,0,0
0,0,0,0,0,0,0,0,0
58.91535751093019,57.209636199565495,56.95413684438227,59.3579499560165,57.6522286446518,57.396729289468574,59.3579499560165,57.6522286446518,57.396729289468574
58.040384158241025,58.687784659963285,60.51112569435884,0,0,0,0,0,0
62.140760780518775,0,0,61.263759815431456,0,0,0,0,0
59.89416964745779,59.926712607435995,0,60.293042319516154,60.32558527949436,0,58.5520648004072,58.58460776038541,0
61.63168671222733,58.91379258832079,60.14725509305369,59.175812672195924,56.457918548289385,57.69138105302228,62.12070700962526,59.40281288571872,60.636275390451615
60.96078681761721,61.68622076133758,61.68622076133758,59.280771867279,60.00620581099937,60.00620581099937,59.83681214356486,60.56224608728523,60.56224608728523
57.554978962378804,56.96870272195957,57.11945624639012,55.52268372640139,54.93640748598216,55.08716101041271,57.51469311979302,56.92841687937379,57.07917040380434
62.28766403363096,60.97320898859854,61.833430355561184,61.30105704946145,59.98660200442903,60.84682337139167,61.52548365389548,60.21102860886306,61.0712499758257
60.168859365517854,61.47362587178097,62.13076744975031,59.593209425734955,60.89797593199807,61.55511750996741,59.593209425734955,60.89797593199807,61.55511750996741
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
59.03856720788341,60.04914029555233,58.15327657137143,56.16878328142183,57.17935636909075,55.28349264490985,58.1633599461501,59.17393303381902,57.27806930963812
58.13860058999694,57.2362816515426,57.62487423154046,59.15835832622628,58.256039387771935,58.6446319677698,57.85443629590472,56.952117357450376,57.34070993744824
