fixed_count,version3_1,version3_2,version3_3,version4_1,version4_2,version4_3,is_equal
3375,8362,12117,20993,5119,8009,9755,True
2082,4500,4869,8095,2636,3005,3799,True
2653,6498,7789,11099,3988,4695,3988,True
3885,12062,15550,21813,7856,9755,11343,True
0,0,0,0,0,0,0,True
2110,7376,11360,18282,3688,6094,4517,True
1714,8192,11501,15333,5266,6840,5802,True
1191,3250,4852,8529,2092,3320,4645,True
949,2494,3388,5338,1486,2015,2264,True
2705,8122,10806,15731,5146,6874,7295,True
3052,8938,10447,13069,5768,6120,6729,True
1081,5249,6831,7959,3403,3907,4267,True
3238,11075,14881,20907,6705,8251,6704,True
1225,3438,4426,6639,1719,2213,1719,True
4754,17286,21155,25909,11092,12177,13521,True
1457,4928,6877,9946,2789,3716,3787,True
3027,8876,11613,16643,5268,6470,7023,True
2493,8495,10267,12618,5440,5899,6508,True
3253,11984,18354,28873,8049,12636,11662,True
1702,8522,11825,15679,5218,6294,6919,True
2007,6844,9982,15404,4371,6457,7930,True
2328,8262,10471,13494,5002,5740,6314,True
2619,8683,12189,18253,5679,7914,6819,True
2054,7461,10827,16229,4864,7022,5883,True
2035,4410,4846,6776,2745,2988,2745,True
1995,4841,5889,8986,3175,3861,4055,True
1188,4335,5432,6484,2754,3046,3322,True
0,0,0,0,0,0,0,True
6640,23485,29720,39146,15145,17878,19770,True
2372,3977,5511,10917,2372,3906,4639,True
844,3327,5218,8018,2229,3578,4044,True
2957,8428,10920,16467,5526,7177,8981,True
5703,17264,23422,34983,11452,15365,13618,True
1159,8672,11828,12963,5881,6985,7381,True
3154,15904,22332,28915,10275,13306,15097,True
152,594,1375,2824,370,1039,1412,True
3031,11812,14687,17561,7801,8670,9539,True
1035,3528,4936,7309,2330,3243,2776,True
2917,9722,12992,18441,6428,8331,10037,True
3012,9725,12347,16713,6225,7447,6880,True
2189,3749,3749,5743,2189,2189,2623,True
3469,9576,10874,14287,5903,6189,6941,True
552,3476,4700,5192,2096,2336,2432,True
0,4022,6800,9374,2473,3702,4294,True
2524,8182,10169,13522,5112,5948,6142,True
324,1568,2378,3384,968,1423,1694,True
2756,11309,16551,23995,7357,10577,9529,True
1387,4521,6513,10015,2448,3542,4533,True
0,0,0,0,0,0,0,True
2243,8054,9838,11622,5242,5620,5998,True
0,0,0,0,0,0,0,True
632,1848,2388,3424,1128,1428,1128,True
1241,4236,6349,10210,2482,3718,4230,True
1747,4366,5583,8378,2550,3196,3454,True
4419,11114,13894,20087,7548,9596,10333,True
3241,11018,12662,14847,7189,7189,7189,True
3415,6830,9842,19281,3415,6427,6427,True
2216,7534,10636,15954,3767,5318,3767,True
0,0,0,0,0,0,0,True
3639,10267,12856,17826,6947,8500,6947,True
858,5284,7068,7926,3273,3700,3904,True
1627,3254,3254,4881,2016,2016,2405,True
5511,9274,9274,13037,5511,5511,5511,True
1098,3645,5093,7640,2193,2917,3288,True
3490,7942,10431,17282,4884,6500,8618,True
1060,2093,2093,3126,1279,1279,1498,True
1595,2667,4767,11064,1595,3695,4720,True
2652,8512,13619,23277,5685,9726,9931,True
2199,6489,7397,9517,3911,4046,4361,True
983,6352,10768,16476,3940,6636,5803,True
1255,2362,5061,12046,1486,4185,6034,True
0,0,0,0,0,0,0,True
3031,9222,12550,18741,5692,7621,7302,True
1782,11468,15176,17884,7340,8130,8416,True
0,0,0,0,0,0,0,True
3392,12268,17283,25192,8010,11121,11148,True
359,718,2486,5921,470,2238,3001,True
3988,7976,10458,19410,3988,6470,6470,True
778,4048,7004,11334,2523,4517,5390,True
2973,7849,8580,11396,4983,5123,5664,True
2863,8980,13128,20927,5136,7582,9837,True
2552,7413,9481,13590,4690,5819,5497,True
2272,4778,5472,8670,2642,3038,3334,True
4786,17859,23266,30353,11810,14314,14421,True
2602,4372,4372,7196,2602,2602,3656,True
3890,6435,6435,8980,3890,3890,3890,True
3063,10244,14574,21749,6560,9329,9436,True
3751,17224,24058,32166,11159,14648,16594,True
1949,5579,6457,8262,3413,3582,3930,True
0,0,0,0,0,0,0,True
5434,10868,10868,15972,7244,7244,8724,True
3646,7850,11126,18914,5069,8344,9017,True
1102,2204,2204,3306,1102,1102,1102,True
0,0,0,0,0,0,0,True
3691,10451,13361,19749,6930,8836,8324,True
5186,9869,13819,26822,6351,10301,13852,True
0,0,0,0,0,0,0,True
0,0,0,0,0,0,0,True
2951,4793,7971,18085,2951,6129,8045,True
2049,4169,4169,6289,2462,2462,2875,True
0,8167,13857,17320,5285,8093,9108,True
4717,9808,12470,22039,5673,7638,9178,True
1823,8224,11344,14661,5030,6234,6971,True
999,3596,4959,7086,2167,2895,3276,True
1297,6308,9405,13246,4157,6036,4157,True
0,4274,7159,8763,2589,3789,4297,True
3368,12495,16971,23422,8098,10482,12332,True
1599,3294,4188,7621,2147,3041,4119,True
0,0,0,0,0,0,0,True
4866,9784,9784,13003,6565,6565,6565,True
0,0,0,0,0,0,0,True
0,0,0,0,0,0,0,True
5002,17765,25092,36819,11962,16629,20721,True
1565,2622,2622,4187,1565,1565,2073,True
952,3836,5577,7962,2267,3097,3708,True
811,2836,3987,5800,1802,2510,2347,True
1441,2522,3499,7542,1441,2418,3426,True
3214,12048,20821,36415,7828,14491,19023,True
0,0,0,0,0,0,0,True
2932,9564,13476,20318,6216,8714,9184,True
3211,11016,15168,21915,7605,10335,8644,True
604,2120,2722,3515,1208,1354,1399,True
0,1937,2839,2839,1213,1391,1391,True
3800,13133,17921,25759,8055,10160,9316,True
3560,11904,18450,29076,7819,12759,11142,True
1923,4920,6711,10833,3027,4128,4152,True
2133,10062,15258,21045,5623,8064,9665,True
1796,5880,8208,12292,3450,4614,3450,True
6572,18536,22944,32587,12362,14882,18011,True
2246,8564,10810,13056,5738,6571,7404,True
2442,11825,16850,22940,8070,10859,10625,True
2724,9586,13724,20586,6366,9113,9203,True
2337,7191,9947,15188,4856,6717,6310,True
2450,11006,16674,24687,7192,10639,7973,True
455,4962,7500,8889,3215,4326,4757,True
6605,13210,13210,19237,8850,8850,10517,True
1224,5693,7326,8515,3690,4164,4509,True
2329,6157,8483,14068,3400,4857,6392,True
3660,7712,8928,12980,4526,5134,4526,True
1110,11762,19367,26380,7670,11939,14056,True
655,1228,1228,1801,791,791,927,True
0,0,752,1884,0,752,854,True
1681,2812,2812,4283,1681,1681,2021,True
1979,4450,4848,6419,2481,2481,2481,True
1086,2140,3832,8404,1442,3134,4762,True
0,0,0,0,0,0,0,True
1932,6907,9100,12156,4055,4756,4055,True
3422,8611,11422,17996,5223,6868,6608,True
1950,7116,10332,15498,3558,5166,3558,True
1776,6034,8608,13090,3672,5274,4550,True
1379,2563,3191,5872,1620,2248,2984,True
1711,5618,7224,8951,3302,3792,4319,True
4229,7029,8418,16473,4229,5618,8095,True
1389,4291,6192,9793,2494,3600,4607,True
0,0,0,0,0,0,0,True
859,2874,3452,4311,1437,1437,1437,True
1206,5635,8261,11604,3400,4675,4210,True
894,3250,5146,8298,2073,3441,4146,True
2035,6444,9898,16340,4232,6871,8692,True
1753,3200,3200,4953,2003,2003,2559,True
1181,3927,6808,12411,2460,4697,6225,True
2855,9627,15377,25554,6345,10743,10487,True
2153,5048,6146,9281,3064,3737,4273,True
3329,18547,27385,36573,12104,16995,19743,True
0,0,0,0,0,0,0,True
1464,7455,9706,11125,4966,5692,6147,True
1987,6978,9303,12936,3489,4312,4312,True
4394,16340,20116,24510,10767,11966,13364,True
2071,5506,7400,11975,3133,4422,5221,True
1851,7732,10965,15254,4954,6738,6281,True
2058,11642,17896,25030,7300,10725,8215,True
1143,1947,1947,3074,1143,1143,1466,True
946,3468,4988,7412,2213,3170,3898,True
3857,9884,11907,17259,6595,7893,7573,True
0,0,0,0,0,0,0,True
1300,8335,11633,13947,5055,6031,6457,True
3284,9708,12767,18370,6277,8102,7529,True
2407,5930,7024,10434,3678,4348,4278,True
6875,33188,47578,64193,22713,30969,36683,True
2410,6221,8996,15682,3775,6097,7512,True
2226,8351,11424,15689,5280,6824,8027,True
3198,8012,10735,17429,5076,7088,8763,True
2729,5360,5360,7332,3388,3388,3388,True
2414,6652,8542,12534,4112,5347,5606,True
2245,7214,12002,20875,4838,8729,11485,True
4560,11642,15685,24793,7083,9501,10083,True
1327,2558,2558,3789,1672,1672,2017,True
3550,6756,7384,11662,3914,4278,4986,True
4803,10645,13137,19858,6826,8569,8761,True
1325,7739,11131,14751,4514,5627,5542,True
1597,4030,5697,9792,2568,3931,5058,True
2363,9319,13070,18303,6219,8402,10115,True
6184,21696,28395,38335,14591,18149,19676,True
97,537,745,849,291,335,357,True
1595,5414,7218,10201,3645,4725,4466,True
0,0,0,0,0,0,0,True
2351,7406,10858,17313,4905,7348,8146,True
1596,2862,3390,5849,1789,2317,2807,True
4470,15493,21149,30007,10149,13453,10149,True
6257,18559,23759,34050,12326,15446,14624,True
2039,5809,8254,13259,3522,5005,4757,True
0,0,0,0,0,0,0,True
2623,5246,5246,7869,2623,2623,2623,True
4756,10401,13254,22633,6805,9161,12339,True
3344,5607,7419,16111,3344,5156,7961,True
2656,4990,4990,6738,3242,3242,3242,True
1924,6020,8192,12288,3010,4096,3010,True
0,0,0,0,0,0,0,True
2129,8252,12189,18184,5447,8015,9704,True
2467,8447,12070,18344,4963,6836,6672,True
2293,9742,12315,14720,6243,7008,7722,True
1333,2886,4439,7776,1884,3437,3768,True
3626,13582,18205,24670,9108,11538,13152,True
0,0,0,0,0,0,0,True
858,3174,5348,9096,1587,3032,2303,True
1540,4677,5505,6900,2972,3165,3490,True
3085,9863,12962,18179,6364,7991,8549,True
3121,6046,7542,13879,3830,5326,7179,True
4034,8036,9863,18011,5012,6839,9203,True
0,0,0,0,0,0,0,True
989,1973,5469,12433,1266,4762,6001,True
8489,20535,25662,38657,13023,16051,19589,True
1744,6977,9896,13672,4239,5545,5986,True
2687,7208,8457,11648,4612,5221,5738,True
1763,6138,8547,12444,3526,4629,5014,True
2963,4977,5967,10426,2963,3953,4418,True
3078,9156,11934,17061,5039,6214,5039,True
949,1898,1898,2847,949,949,949,True
4018,15262,22186,32644,9777,13959,17344,True
3832,9002,10714,14991,5366,6039,7719,True
1947,6456,10473,17574,4190,7268,8808,True
2247,7005,9438,14095,4413,5951,5292,True
4133,8163,8163,12296,5556,5556,7082,True
2770,7687,9362,13600,4919,5984,5605,True
1458,2939,3779,6913,1819,2659,3403,True
2415,8785,10772,13301,5373,5859,6477,True
4048,8363,8363,12453,5287,5287,6301,True
1139,4822,6864,9720,2826,3676,4028,True
6504,20008,23508,30012,13207,14328,16410,True
2937,5447,5447,8322,3501,3501,4430,True
2266,4348,5075,7894,2847,3574,3838,True
2503,7430,10129,15187,4570,6197,5029,True
0,0,0,0,0,0,0,True
3525,7536,9953,17145,5088,7505,9297,True
1680,2818,2818,3956,1680,1680,1680,True
3462,6924,6924,10386,4526,4526,5590,True
684,2346,3029,4101,1173,1367,1367,True
5040,8946,10364,16681,5658,7076,7707,True
1197,7111,11679,18318,4310,6856,6066,True
3082,12929,15470,17604,8254,8254,8254,True
1700,7996,11266,15318,4726,5902,6426,True
631,3744,6003,8674,2331,3618,4426,True
631,1262,1262,1893,631,631,631,True
2297,9549,14427,21524,6088,9253,8937,True
3626,11033,14995,22402,6766,8747,6766,True
0,0,0,0,0,0,0,True
2854,13487,21586,32697,7774,12256,10297,True
2584,7946,10678,16016,5037,6780,6137,True
5378,18138,24589,34659,12174,15899,15925,True
1170,2185,5121,14529,1170,4106,6627,True
3620,8752,10948,16080,5341,6439,5341,True
2896,8290,11604,18630,4145,6210,6210,True
2239,5454,6522,9737,3637,4339,4470,True
2219,4860,5224,7350,2916,3000,3462,True
1940,9363,11514,12921,5805,5805,5805,True
1451,6166,9154,13320,3972,5768,5215,True
3819,11310,14747,21717,7313,9500,8546,True
1232,3234,5081,9237,1617,3079,3079,True
4046,12441,16319,23524,8319,10704,12796,True
0,0,0,0,0,0,0,True
772,2177,3467,6453,1230,2167,2370,True
1705,5161,6193,8074,3359,3744,3127,True
3268,9778,13834,21773,5516,7836,6945,True
2565,5331,5331,7770,3445,3445,3998,True
627,2506,3758,5637,1253,1879,1253,True
0,2982,5107,6591,2033,3209,3703,True
2295,7000,9264,13664,4459,5881,5670,True
1654,3308,3308,5166,2028,2028,2606,True
565,1103,1393,2461,721,1011,1285,True
1819,9043,11521,13122,6030,6678,7096,True
792,5125,8817,13293,3426,5979,7217,True
2258,7782,10258,14202,4812,6042,5733,True
1064,2128,3040,5921,1390,2302,3175,True
3871,7988,9871,17410,5059,6942,8870,True
978,3953,7663,14393,2629,5646,8135,True
1390,7594,10509,12915,3797,4305,3671,True
0,0,0,0,0,0,0,True
967,4872,7115,9630,2436,3210,3210,True
1211,2993,3628,5481,1914,2319,2863,True
2515,9820,14058,20305,6414,9030,7969,True
2882,7387,9468,14390,4558,5798,5431,True
3972,11538,14802,20663,7314,8885,8884,True
2382,6044,6684,9066,3022,3022,3022,True
1364,7743,10890,14182,4821,6010,6410,True
2614,7583,10260,15331,4575,5962,6519,True
3051,12158,15743,19908,7907,9375,9735,True
2071,3912,6829,15806,2447,5364,8232,True
465,3716,5442,6749,2510,3332,3733,True
3613,11689,17062,27057,7971,11979,15673,True
1639,3138,5509,11440,2154,4525,6356,True
0,0,0,0,0,0,0,True
1510,7558,11336,15866,5119,7434,6457,True
2650,6422,7544,11316,3211,3772,3211,True
853,4126,5803,7512,2708,3536,4104,True
583,1118,1118,1653,706,706,829,True
1194,3595,4382,5436,2085,2226,2416,True
879,3142,4505,6696,1962,2735,3304,True
5137,14183,17379,26320,9129,11268,11657,True
2817,5665,5665,8513,3661,3661,4505,True
2513,6882,9262,14962,4293,6029,6787,True
1969,8448,13488,21027,4224,7009,4755,True
3223,8828,10299,12650,5315,5403,5448,True
1581,6228,7761,9342,3114,3114,3114,True
0,0,0,0,0,0,0,True
1686,8258,11517,14982,5301,6755,7594,True
2762,10462,14427,19898,6317,8225,8062,True
1057,2065,3330,6647,1381,2646,3553,True
1809,6796,10274,15884,3770,5674,6734,True
463,1989,2651,3368,1281,1559,1760,True
1802,6294,8624,12265,4178,5538,4816,True
3623,6412,8291,16632,3623,5502,7296,True
1088,3500,4619,6521,2298,2928,3353,True
707,11738,17753,18420,7077,8897,9098,True
6361,25551,38373,57563,17504,26227,27727,True
1646,9765,12946,14592,6515,7556,8092,True
4790,15759,22007,32976,9911,13786,14224,True
2824,4774,4774,7190,2824,2824,3290,True
1032,7746,12324,16598,4616,6763,6746,True
0,0,0,0,0,0,0,True
2025,9433,14238,20745,5768,8433,5768,True
0,0,1870,5235,0,1870,2615,True
1094,4195,7142,12117,2610,4803,5120,True
184,6913,10242,10427,4560,5661,5721,True
1528,8947,14870,22217,5946,9925,8826,True
682,4333,6584,8861,2743,3891,3256,True
1722,3444,3444,4608,2280,2280,2280,True
386,2995,4281,5035,2029,2595,2857,True
1088,4490,6671,9817,2859,4177,5019,True
0,0,0,0,0,0,0,True
2840,5280,5280,7720,3345,3345,3850,True
2484,4971,6969,13080,3329,5327,7158,True
5521,15182,17153,22409,10266,10895,12577,True
0,0,0,0,0,0,0,True
0,0,0,0,0,0,0,True
1971,4072,4072,5984,2629,2629,3098,True
3395,12004,14650,18234,7741,8574,9708,True
2523,7304,12050,21807,3652,7269,7269,True
633,2534,3487,4758,1267,1586,1267,True
2213,7150,9946,14400,4323,5739,7174,True
7288,15250,15250,22512,9711,9711,11434,True
196,411,1564,3918,265,1418,2068,True
3889,7639,7639,11600,4870,4870,6062,True
2381,7056,8950,12825,3528,4275,3706,True
1589,3258,4927,9842,2104,3773,5226,True
1427,6031,9533,15058,3578,5606,4499,True
2984,6091,7096,11975,4002,5007,6441,True
3330,6660,8114,12915,4331,5785,6221,True
0,0,0,0,0,0,0,True
2768,9276,12377,17527,6016,7768,9267,True
2489,7199,9506,13964,4011,5109,5392,True
2320,9278,12265,15863,6085,7443,8533,True
924,4816,6610,8154,3082,3808,4238,True
2259,4191,6123,11230,2767,4699,5534,True
2695,9396,13298,19959,6043,8609,7565,True
1133,1956,2646,5560,1133,1823,2534,True
2687,9509,13143,18894,6038,8116,9562,True
1142,3929,5554,8290,2428,3417,4052,True
5352,15183,19747,29578,10101,13113,12500,True
2423,10977,14828,18917,6317,7295,6317,True
2119,5849,7419,11089,3736,4739,4515,True
3029,10121,14174,21176,6460,9014,7697,True
4084,8596,11085,18911,5219,6973,9109,True
6976,20903,28229,42156,13003,16666,13003,True
2553,8650,10735,13814,5705,6522,7208,True
0,0,0,0,0,0,0,True
3190,6082,6082,9156,3912,3912,4816,True
1228,3757,4966,7277,2390,3099,3881,True
1380,3912,5064,7596,2567,3323,3178,True
3135,9864,14299,22583,5908,8486,10923,True
1238,4511,6158,8567,2690,3467,3961,True
1725,5132,7257,11554,3121,4621,5476,True
487,1944,2429,2916,972,972,972,True
2604,9492,13639,20194,6280,8898,7257,True
