fixed_time,v31,v32,v33,v41,v42,v43
0.6573460102081299,1.3345279693603516,1.678645133972168,3.2190639972686768,0.8578121662139893,1.025942087173462,1.0946459770202637
0.06928801536560059,0.13948583602905273,0.33641695976257324,0.8005349636077881,0.074462890625,0.4320549964904785,0.27289795875549316
0.24863004684448242,1.4254529476165771,2.370239019393921,3.726088047027588,0.7317309379577637,1.226154088973999,0.7654519081115723
0.6675360202789307,2.2619669437408447,2.7045199871063232,3.385162115097046,1.2370500564575195,1.2372550964355469,1.392611026763916
1.1728169918060303,2.1765549182891846,2.1765739917755127,3.140744924545288,1.0007891654968262,0.9706449508666992,1.0076770782470703
0.2888979911804199,1.1176199913024902,1.585331916809082,2.37979793548584,0.548210859298706,0.8332557678222656,0.5968279838562012
2.002716064453125e-05,0.0037050247192382812,0.0037240982055664062,0.003757953643798828,4.00543212890625e-05,9.298324584960938e-05,3.0994415283203125e-05
0.15335297584533691,0.326693058013916,0.7229571342468262,1.6610360145568848,0.15881705284118652,0.5740761756896973,0.5895588397979736
0.4994029998779297,2.0117361545562744,2.755398988723755,3.8122849464416504,1.043996810913086,1.3754668235778809,1.3442108631134033
1.9788742065429688e-05,0.003763914108276367,0.003780841827392578,0.003804922103881836,4.100799560546875e-05,9.179115295410156e-05,3.0994415283203125e-05
0.22704195976257324,1.2420330047607422,1.844188928604126,2.482956886291504,0.651846170425415,0.8973269462585449,0.7806851863861084
0.27065014839172363,1.629460096359253,2.165802001953125,2.437883138656616,0.8742530345916748,0.9052169322967529,0.8998239040374756
0.3494839668273926,1.4893391132354736,2.048454999923706,2.8043930530548096,0.7406549453735352,1.0206499099731445,1.0308539867401123
0.831057071685791,1.6836860179901123,1.6837029457092285,2.4866349697113037,0.8190228939056396,0.7856738567352295,0.8270130157470703
1.1903538703918457,4.3482677936553955,5.326897859573364,6.606323957443237,2.2900149822235107,2.2890849113464355,2.2967188358306885
0.8342430591583252,1.6437110900878906,1.6437981128692627,2.4538121223449707,0.893204927444458,0.8526759147644043,0.8634920120239258
0.00012302398681640625,0.00392603874206543,0.3707759380340576,1.1080970764160156,0.00035691261291503906,0.37938690185546875,0.3844881057739258
0.16630792617797852,1.2508978843688965,1.866663932800293,2.365635871887207,0.657357931137085,0.8401029109954834,0.8551290035247803
0.6965579986572266,1.7048590183258057,2.4409711360931396,4.1403961181640625,0.8965680599212646,1.4276070594787598,1.3252511024475098
1.379688024520874,4.332820892333984,6.1527040004730225,9.497070074081421,2.390864849090576,3.378483772277832,2.9166998863220215
0.2685048580169678,1.1251440048217773,1.688878059387207,2.4998319149017334,0.5702121257781982,0.8745558261871338,0.5864169597625732
0.830780029296875,2.996767997741699,3.8320538997650146,5.028635025024414,1.5890932083129883,1.807399034500122,1.6923539638519287
1.7452051639556885,3.491909980773926,3.4919321537017822,5.283768177032471,1.827406883239746,1.793684959411621,1.824850082397461
0.5358281135559082,2.7087929248809814,4.352802991867065,6.0367889404296875,1.393394947052002,2.0815131664276123,2.0118589401245117
0.39402294158935547,1.503443956375122,2.288857936859131,3.5530049800872803,0.7769880294799805,1.235931158065796,0.9798200130462646
0.595322847366333,1.8679699897766113,2.50238299369812,3.720125913619995,0.9913802146911621,1.3339099884033203,1.0164449214935303
0.7095479965209961,3.21451997756958,4.349025011062622,5.619144916534424,1.671097993850708,1.984572172164917,1.9268078804016113
2.002716064453125e-05,0.003451108932495117,0.0034720897674560547,0.0035021305084228516,4.1961669921875e-05,8.511543273925781e-05,2.9087066650390625e-05
0.3955650329589844,1.334909200668335,2.2606420516967773,3.9102890491485596,0.7303459644317627,1.4468090534210205,1.396712064743042
0.6893508434295654,1.9709408283233643,2.9107749462127686,4.805093050003052,1.059248924255371,1.7204759120941162,1.4207141399383545
0.3756411075592041,0.9947969913482666,1.2562661170959473,1.8582160472869873,0.5383381843566895,0.6588289737701416,0.5676720142364502
2.3126602172851562e-05,0.0036640167236328125,0.0036821365356445312,0.003709077835083008,4.1961669921875e-05,9.608268737792969e-05,3.0994415283203125e-05
0.6873929500579834,1.875269889831543,2.184396982192993,2.8231499195098877,0.93967604637146,0.9581170082092285,0.9155559539794922
0.3453390598297119,1.0198090076446533,1.3506090641021729,2.0123300552368164,0.5250580310821533,0.6685991287231445,0.7142438888549805
0.8769550323486328,2.75361704826355,3.928900957107544,6.223021984100342,1.4188098907470703,2.148705005645752,2.076948881149292
0.6840879917144775,1.3912458419799805,1.3912649154663086,2.070511817932129,0.7352011203765869,0.7573370933532715,0.7527179718017578
2.002716064453125e-05,0.0032949447631835938,0.0033109188079833984,0.0033349990844726562,4.00543212890625e-05,9.202957153320312e-05,4.100799560546875e-05
